观测序号_Nobs,代码_Code,证券名称_Secunm,行情日期_Qdate,标准时间_StdTime,最高价(元)_Hipr,最低价(元)_Lopr,成交价(元)_TPrice,...9
126641,600016,民生银行,2019-01-03,10:35:00,5.69,5.62,5.65,NA
126642,600016,民生银行,2019-01-03,10:40:00,5.69,5.62,5.65,NA
126643,600016,民生银行,2019-01-03,10:45:00,5.69,5.62,5.64,NA
126644,600016,民生银行,2019-01-03,10:50:00,5.69,5.62,5.64,NA
126645,600016,民生银行,2019-01-03,10:55:00,5.69,5.62,5.63,NA
126646,600016,民生银行,2019-01-03,11:00:00,5.69,5.62,5.64,NA
126647,600016,民生银行,2019-01-03,11:05:00,5.69,5.62,5.65,NA
126648,600016,民生银行,2019-01-03,11:10:00,5.69,5.62,5.66,NA
126649,600016,民生银行,2019-01-03,11:15:00,5.69,5.62,5.64,NA
126650,600016,民生银行,2019-01-03,11:20:00,5.69,5.62,5.65,NA
126651,600016,民生银行,2019-01-03,11:25:00,5.69,5.62,5.64,NA
126652,600016,民生银行,2019-01-03,11:30:00,5.69,5.62,5.64,NA
126653,600016,民生银行,2019-01-03,11:35:00,5.69,5.62,5.64,NA
126654,600016,民生银行,2019-01-03,13:00:00,5.69,5.62,5.64,NA
126655,600016,民生银行,2019-01-03,13:05:00,5.69,5.62,5.65,NA
126656,600016,民生银行,2019-01-03,13:10:00,5.69,5.62,5.64,NA
126657,600016,民生银行,2019-01-03,13:15:00,5.69,5.62,5.66,NA
126658,600016,民生银行,2019-01-03,13:20:00,5.69,5.62,5.64,NA
126659,600016,民生银行,2019-01-03,13:25:00,5.69,5.62,5.65,NA
126660,600016,民生银行,2019-01-03,13:30:00,5.69,5.62,5.65,NA
126661,600016,民生银行,2019-01-03,13:35:00,5.69,5.62,5.66,NA
126662,600016,民生银行,2019-01-03,13:40:00,5.69,5.62,5.66,NA
126663,600016,民生银行,2019-01-03,13:45:00,5.69,5.62,5.65,NA
126664,600016,民生银行,2019-01-03,13:50:00,5.69,5.62,5.66,NA
126665,600016,民生银行,2019-01-03,13:55:00,5.69,5.62,5.65,NA
126666,600016,民生银行,2019-01-03,14:00:00,5.69,5.62,5.67,NA
126667,600016,民生银行,2019-01-03,14:05:00,5.69,5.62,5.65,NA
126668,600016,民生银行,2019-01-03,14:10:00,5.69,5.62,5.65,NA
126669,600016,民生银行,2019-01-03,14:15:00,5.69,5.62,5.65,NA
126670,600016,民生银行,2019-01-03,14:20:00,5.69,5.62,5.64,NA
126671,600016,民生银行,2019-01-03,14:25:00,5.69,5.62,5.64,NA
126672,600016,民生银行,2019-01-03,14:30:00,5.69,5.62,5.64,NA
126673,600016,民生银行,2019-01-03,14:35:00,5.69,5.62,5.65,NA
126674,600016,民生银行,2019-01-03,14:40:00,5.69,5.62,5.64,NA
126675,600016,民生银行,2019-01-03,14:45:00,5.69,5.62,5.64,NA
126676,600016,民生银行,2019-01-03,14:50:00,5.69,5.62,5.65,NA
126677,600016,民生银行,2019-01-03,14:55:00,5.69,5.62,5.65,NA
126678,600016,民生银行,2019-01-03,15:00:00,5.69,5.62,5.66,NA
126679,600016,民生银行,2019-01-03,15:05:00,5.69,5.62,5.67,NA
126680,600016,民生银行,2019-01-04,09:30:00,5.64,5.64,5.64,NA
126681,600016,民生银行,2019-01-04,09:35:00,5.65,5.63,5.64,NA
126682,600016,民生银行,2019-01-04,09:40:00,5.66,5.63,5.66,NA
126683,600016,民生银行,2019-01-04,09:45:00,5.67,5.63,5.64,NA
126684,600016,民生银行,2019-01-04,09:50:00,5.67,5.63,5.66,NA
126685,600016,民生银行,2019-01-04,09:55:00,5.67,5.63,5.67,NA
126686,600016,民生银行,2019-01-04,10:00:00,5.67,5.63,5.66,NA
126687,600016,民生银行,2019-01-04,10:05:00,5.67,5.63,5.66,NA
126688,600016,民生银行,2019-01-04,10:10:00,5.67,5.63,5.65,NA
126689,600016,民生银行,2019-01-04,10:15:00,5.67,5.63,5.65,NA
126690,600016,民生银行,2019-01-04,10:20:00,5.69,5.63,5.69,NA
126691,600016,民生银行,2019-01-04,10:25:00,5.69,5.63,5.69,NA
126692,600016,民生银行,2019-01-04,10:30:00,5.71,5.63,5.7,NA
126693,600016,民生银行,2019-01-04,10:35:00,5.73,5.63,5.71,NA
126694,600016,民生银行,2019-01-04,10:40:00,5.73,5.63,5.71,NA
126695,600016,民生银行,2019-01-04,10:45:00,5.73,5.63,5.73,NA
126696,600016,民生银行,2019-01-04,10:50:00,5.73,5.63,5.71,NA
126697,600016,民生银行,2019-01-04,10:55:00,5.73,5.63,5.7,NA
126698,600016,民生银行,2019-01-04,11:00:00,5.73,5.63,5.71,NA
126699,600016,民生银行,2019-01-04,11:05:00,5.73,5.63,5.72,NA
126700,600016,民生银行,2019-01-04,11:10:00,5.73,5.63,5.73,NA
126701,600016,民生银行,2019-01-04,11:15:00,5.73,5.63,5.73,NA
126702,600016,民生银行,2019-01-04,11:20:00,5.74,5.63,5.72,NA
126703,600016,民生银行,2019-01-04,11:25:00,5.76,5.63,5.76,NA
126704,600016,民生银行,2019-01-04,11:30:00,5.77,5.63,5.77,NA
126705,600016,民生银行,2019-01-04,11:35:00,5.77,5.63,5.77,NA
126706,600016,民生银行,2019-01-04,13:00:00,5.77,5.63,5.77,NA
126707,600016,民生银行,2019-01-04,13:05:00,5.78,5.63,5.75,NA
126708,600016,民生银行,2019-01-04,13:10:00,5.78,5.63,5.76,NA
126709,600016,民生银行,2019-01-04,13:15:00,5.78,5.63,5.74,NA
126710,600016,民生银行,2019-01-04,13:20:00,5.78,5.63,5.74,NA
126711,600016,民生银行,2019-01-04,13:25:00,5.78,5.63,5.74,NA
126712,600016,民生银行,2019-01-04,13:30:00,5.78,5.63,5.74,NA
126713,600016,民生银行,2019-01-04,13:35:00,5.78,5.63,5.74,NA
126714,600016,民生银行,2019-01-04,13:40:00,5.78,5.63,5.74,NA
126715,600016,民生银行,2019-01-04,13:45:00,5.78,5.63,5.74,NA
127345,600016,民生银行,2019-01-22,14:35:00,5.84,5.78,5.8,NA
127346,600016,民生银行,2019-01-22,14:40:00,5.84,5.78,5.8,NA
127347,600016,民生银行,2019-01-22,14:45:00,5.84,5.78,5.8,NA
127348,600016,民生银行,2019-01-22,14:50:00,5.84,5.78,5.8,NA
127349,600016,民生银行,2019-01-22,14:55:00,5.84,5.78,5.81,NA
127350,600016,民生银行,2019-01-22,15:00:00,5.84,5.78,5.81,NA
127351,600016,民生银行,2019-01-22,15:05:00,5.84,5.78,5.81,NA
127352,600016,民生银行,2019-01-23,09:30:00,5.81,5.81,5.81,NA
127353,600016,民生银行,2019-01-23,09:35:00,5.82,5.79,5.81,NA
127354,600016,民生银行,2019-01-23,09:40:00,5.83,5.79,5.83,NA
127355,600016,民生银行,2019-01-23,09:45:00,5.83,5.79,5.83,NA
127356,600016,民生银行,2019-01-23,09:50:00,5.84,5.79,5.83,NA
127357,600016,民生银行,2019-01-23,09:55:00,5.84,5.79,5.82,NA
127358,600016,民生银行,2019-01-23,10:00:00,5.84,5.79,5.83,NA
127359,600016,民生银行,2019-01-23,10:05:00,5.84,5.79,5.82,NA
127360,600016,民生银行,2019-01-23,10:10:00,5.84,5.79,5.82,NA
127361,600016,民生银行,2019-01-23,10:15:00,5.84,5.79,5.82,NA
127362,600016,民生银行,2019-01-23,10:20:00,5.84,5.79,5.83,NA
127363,600016,民生银行,2019-01-23,10:25:00,5.84,5.79,5.82,NA
127364,600016,民生银行,2019-01-23,10:30:00,5.85,5.79,5.84,NA
127365,600016,民生银行,2019-01-23,10:35:00,5.86,5.79,5.84,NA
127366,600016,民生银行,2019-01-23,10:40:00,5.86,5.79,5.85,NA
127367,600016,民生银行,2019-01-23,10:45:00,5.86,5.79,5.85,NA
127368,600016,民生银行,2019-01-23,10:50:00,5.86,5.79,5.85,NA
127369,600016,民生银行,2019-01-23,10:55:00,5.86,5.79,5.85,NA
127370,600016,民生银行,2019-01-23,11:00:00,5.86,5.79,5.84,NA
127371,600016,民生银行,2019-01-23,11:05:00,5.86,5.79,5.85,NA
127372,600016,民生银行,2019-01-23,11:10:00,5.86,5.79,5.84,NA
127373,600016,民生银行,2019-01-23,11:15:00,5.86,5.79,5.83,NA
127374,600016,民生银行,2019-01-23,11:20:00,5.86,5.79,5.84,NA
127375,600016,民生银行,2019-01-23,11:25:00,5.86,5.79,5.83,NA
127376,600016,民生银行,2019-01-23,11:30:00,5.86,5.79,5.84,NA
127377,600016,民生银行,2019-01-23,11:35:00,5.86,5.79,5.84,NA
127378,600016,民生银行,2019-01-23,13:00:00,5.86,5.79,5.84,NA
127379,600016,民生银行,2019-01-23,13:05:00,5.86,5.79,5.82,NA
127380,600016,民生银行,2019-01-23,13:10:00,5.86,5.79,5.83,NA
127381,600016,民生银行,2019-01-23,13:15:00,5.86,5.79,5.83,NA
127382,600016,民生银行,2019-01-23,13:20:00,5.86,5.79,5.83,NA
127383,600016,民生银行,2019-01-23,13:25:00,5.86,5.79,5.83,NA
127384,600016,民生银行,2019-01-23,13:30:00,5.86,5.79,5.83,NA
127385,600016,民生银行,2019-01-23,13:35:00,5.86,5.79,5.83,NA
127386,600016,民生银行,2019-01-23,13:40:00,5.86,5.79,5.82,NA
127387,600016,民生银行,2019-01-23,13:45:00,5.86,5.79,5.82,NA
