代码_Code,证券名称_Secunm,行情日期_Qdate,标准时间_StdTime,最高价(元)_Hipr,最低价(元)_Lopr,成交价(元)_TPrice,...8
000001,上证指数,2020-12-15,14:40:00,3373.5579,3348.4192,3370.0393,NA
000001,上证指数,2020-12-15,14:45:00,3373.5579,3348.4192,3368.1456,NA
000001,上证指数,2020-12-15,14:50:00,3373.5579,3348.4192,3366.2266,NA
000001,上证指数,2020-12-15,14:55:00,3373.5579,3348.4192,3367.0292,NA
000001,上证指数,2020-12-15,15:00:00,3373.5579,3348.4192,3368.2177,NA
000001,上证指数,2020-12-15,15:05:00,3373.5579,3348.4192,3367.2326,NA
000001,上证指数,2020-12-15,15:10:00,3373.5579,3348.4192,3367.2326,NA
000001,上证指数,2020-12-15,15:15:00,3373.5579,3348.4192,3367.2326,NA
000001,上证指数,2020-12-15,15:20:00,3373.5579,3348.4192,3367.2326,NA
000001,上证指数,2020-12-15,15:25:00,3373.5579,3348.4192,3367.2326,NA
000001,上证指数,2020-12-15,15:30:00,3373.5579,3348.4192,3367.2326,NA
000001,上证指数,2020-12-16,09:05:00,0,NA,3367.2326,NA
000001,上证指数,2020-12-16,09:10:00,0,NA,3367.2326,NA
000001,上证指数,2020-12-16,09:15:00,0,NA,3367.2326,NA
000001,上证指数,2020-12-16,09:20:00,0,NA,3367.2326,NA
000001,上证指数,2020-12-16,09:25:00,0,NA,3367.2326,NA
000001,上证指数,2020-12-16,09:30:00,3371.2632,3371.2632,3371.2632,NA
000001,上证指数,2020-12-16,09:35:00,3375.2321,3367.4665,3370.4625,NA
000001,上证指数,2020-12-16,09:40:00,3375.2321,3367.4665,3371.9379,NA
000001,上证指数,2020-12-16,09:45:00,3375.2321,3367.4665,3369.8495,NA
000001,上证指数,2020-12-16,09:50:00,3375.2321,3367.4665,3370.0952,NA
000001,上证指数,2020-12-16,09:55:00,3375.2321,3367.4665,3370.2707,NA
000001,上证指数,2020-12-16,10:00:00,3375.2321,3365.1724,3365.9654,NA
000001,上证指数,2020-12-16,10:05:00,3375.2321,3364.6466,3368.549,NA
000001,上证指数,2020-12-16,10:10:00,3375.2321,3361.2804,3361.8282,NA
000001,上证指数,2020-12-16,10:15:00,3375.2321,3359.3335,3362.4046,NA
000001,上证指数,2020-12-16,10:20:00,3375.2321,3359.3335,3360.0608,NA
000001,上证指数,2020-12-16,10:25:00,3375.2321,3359.1705,3365.8907,NA
000001,上证指数,2020-12-16,10:30:00,3375.2321,3359.1705,3365.8278,NA
000001,上证指数,2020-12-16,10:35:00,3375.2321,3359.1705,3365.018,NA
000001,上证指数,2020-12-16,10:40:00,3375.2321,3359.1705,3370.2271,NA
000001,上证指数,2020-12-16,10:45:00,3375.2321,3359.1705,3369.7005,NA
000001,上证指数,2020-12-16,10:50:00,3376.1857,3359.1705,3376.0382,NA
000001,上证指数,2020-12-16,10:55:00,3376.8449,3359.1705,3374.4597,NA
