观测序号_Nobs,代码_Code,证券名称_Secunm,行情日期_Qdate,标准时间_StdTime,最高价(元)_Hipr,最低价(元)_Lopr,成交价(元)_TPrice,...9
166401,600019,宝钢股份,2017-01-13,11:25:00,6.97,6.64,6.92,NA
166402,600019,宝钢股份,2017-01-13,11:30:00,6.97,6.64,6.9,NA
166403,600019,宝钢股份,2017-01-13,13:05:00,6.97,6.64,6.88,NA
166404,600019,宝钢股份,2017-01-13,13:10:00,6.97,6.64,6.89,NA
166405,600019,宝钢股份,2017-01-13,13:15:00,6.97,6.64,6.87,NA
166406,600019,宝钢股份,2017-01-13,13:20:00,6.97,6.64,6.87,NA
166407,600019,宝钢股份,2017-01-13,13:25:00,6.97,6.64,6.87,NA
166408,600019,宝钢股份,2017-01-13,13:30:00,6.97,6.64,6.87,NA
166409,600019,宝钢股份,2017-01-13,13:35:00,6.97,6.64,6.84,NA
166410,600019,宝钢股份,2017-01-13,13:40:00,6.97,6.64,6.86,NA
166411,600019,宝钢股份,2017-01-13,13:45:00,6.97,6.64,6.85,NA
166412,600019,宝钢股份,2017-01-13,13:50:00,6.97,6.64,6.85,NA
166413,600019,宝钢股份,2017-01-13,13:55:00,6.97,6.64,6.87,NA
166414,600019,宝钢股份,2017-01-13,14:00:00,6.97,6.64,6.86,NA
166415,600019,宝钢股份,2017-01-13,14:05:00,6.97,6.64,6.86,NA
166416,600019,宝钢股份,2017-01-13,14:10:00,6.97,6.64,6.88,NA
166417,600019,宝钢股份,2017-01-13,14:15:00,6.97,6.64,6.87,NA
166418,600019,宝钢股份,2017-01-13,14:20:00,6.97,6.64,6.85,NA
166419,600019,宝钢股份,2017-01-13,14:25:00,6.97,6.64,6.82,NA
166420,600019,宝钢股份,2017-01-13,14:30:00,6.97,6.64,6.82,NA
166421,600019,宝钢股份,2017-01-13,14:35:00,6.97,6.64,6.83,NA
166422,600019,宝钢股份,2017-01-13,14:40:00,6.97,6.64,6.81,NA
166423,600019,宝钢股份,2017-01-13,14:45:00,6.97,6.64,6.81,NA
166424,600019,宝钢股份,2017-01-13,14:50:00,6.97,6.64,6.82,NA
166425,600019,宝钢股份,2017-01-13,14:55:00,6.97,6.64,6.81,NA
166426,600019,宝钢股份,2017-01-13,15:00:00,6.97,6.64,6.84,NA
166427,600019,宝钢股份,2017-01-16,09:20:00,NA,NA,NA,NA
166428,600019,宝钢股份,2017-01-16,09:25:00,NA,NA,NA,NA
166429,600019,宝钢股份,2017-01-16,09:30:00,6.92,6.92,6.92,NA
166430,600019,宝钢股份,2017-01-16,09:35:00,7.03,6.9,6.95,NA
166431,600019,宝钢股份,2017-01-16,09:40:00,7.03,6.87,6.91,NA
166432,600019,宝钢股份,2017-01-16,09:45:00,7.03,6.87,6.9,NA
166433,600019,宝钢股份,2017-01-16,09:50:00,7.03,6.87,6.87,NA
166434,600019,宝钢股份,2017-01-16,09:55:00,7.03,6.87,6.89,NA
166435,600019,宝钢股份,2017-01-16,10:00:00,7.03,6.87,6.88,NA
166436,600019,宝钢股份,2017-01-16,10:05:00,7.03,6.83,6.83,NA
166437,600019,宝钢股份,2017-01-16,10:10:00,7.03,6.82,6.86,NA
166438,600019,宝钢股份,2017-01-16,10:15:00,7.03,6.82,6.86,NA
166439,600019,宝钢股份,2017-01-16,10:20:00,7.03,6.82,6.84,NA
166440,600019,宝钢股份,2017-01-16,10:25:00,7.03,6.82,6.84,NA
166441,600019,宝钢股份,2017-01-16,10:30:00,7.03,6.82,6.84,NA
166442,600019,宝钢股份,2017-01-16,10:35:00,7.03,6.82,6.83,NA
166443,600019,宝钢股份,2017-01-16,10:40:00,7.03,6.82,6.84,NA
166444,600019,宝钢股份,2017-01-16,10:45:00,7.03,6.82,6.85,NA
166445,600019,宝钢股份,2017-01-16,10:50:00,7.03,6.82,6.84,NA
166446,600019,宝钢股份,2017-01-16,10:55:00,7.03,6.82,6.84,NA
166447,600019,宝钢股份,2017-01-16,11:00:00,7.03,6.82,6.85,NA
166448,600019,宝钢股份,2017-01-16,11:05:00,7.03,6.82,6.84,NA
166449,600019,宝钢股份,2017-01-16,11:10:00,7.03,6.82,6.84,NA
166450,600019,宝钢股份,2017-01-16,11:15:00,7.03,6.82,6.84,NA
166451,600019,宝钢股份,2017-01-16,11:20:00,7.03,6.82,6.88,NA
166452,600019,宝钢股份,2017-01-16,11:25:00,7.03,6.82,6.86,NA
166453,600019,宝钢股份,2017-01-16,11:30:00,7.03,6.82,6.82,NA
166454,600019,宝钢股份,2017-01-16,11:35:00,7.03,6.82,6.82,NA
166455,600019,宝钢股份,2017-01-16,13:05:00,7.03,6.75,6.75,NA
166456,600019,宝钢股份,2017-01-16,13:10:00,7.03,6.71,6.8,NA
166457,600019,宝钢股份,2017-01-16,13:15:00,7.03,6.7,6.72,NA
166458,600019,宝钢股份,2017-01-16,13:20:00,7.03,6.7,6.84,NA
166459,600019,宝钢股份,2017-01-16,13:25:00,7.03,6.7,6.84,NA
166460,600019,宝钢股份,2017-01-16,13:30:00,7.03,6.7,6.86,NA
166461,600019,宝钢股份,2017-01-16,13:35:00,7.03,6.7,6.88,NA
166462,600019,宝钢股份,2017-01-16,13:40:00,7.03,6.7,6.87,NA
166463,600019,宝钢股份,2017-01-16,13:45:00,7.03,6.7,6.83,NA
166464,600019,宝钢股份,2017-01-16,13:50:00,7.03,6.7,6.82,NA
166465,600019,宝钢股份,2017-01-16,13:55:00,7.03,6.7,6.79,NA
166466,600019,宝钢股份,2017-01-16,14:00:00,7.03,6.7,6.82,NA
166467,600019,宝钢股份,2017-01-16,14:05:00,7.03,6.7,6.84,NA
166468,600019,宝钢股份,2017-01-16,14:10:00,7.03,6.7,6.83,NA
166469,600019,宝钢股份,2017-01-16,14:15:00,7.03,6.7,6.85,NA
166470,600019,宝钢股份,2017-01-16,14:20:00,7.03,6.7,6.83,NA
166471,600019,宝钢股份,2017-01-16,14:25:00,7.03,6.7,6.89,NA
166472,600019,宝钢股份,2017-01-16,14:30:00,7.03,6.7,6.87,NA
166473,600019,宝钢股份,2017-01-16,14:35:00,7.03,6.7,6.8,NA
166474,600019,宝钢股份,2017-01-16,14:40:00,7.03,6.7,6.96,NA
167233,600019,宝钢股份,2017-03-10,09:35:00,6.68,6.65,6.67,NA
167234,600019,宝钢股份,2017-03-10,09:40:00,6.74,6.65,6.71,NA
167235,600019,宝钢股份,2017-03-10,09:45:00,6.77,6.65,6.77,NA
167236,600019,宝钢股份,2017-03-10,09:50:00,6.78,6.65,6.75,NA
167237,600019,宝钢股份,2017-03-10,09:55:00,6.78,6.65,6.75,NA
167238,600019,宝钢股份,2017-03-10,10:00:00,6.78,6.65,6.75,NA
167239,600019,宝钢股份,2017-03-10,10:05:00,6.78,6.65,6.72,NA
167240,600019,宝钢股份,2017-03-10,10:10:00,6.78,6.65,6.73,NA
167241,600019,宝钢股份,2017-03-10,10:15:00,6.78,6.65,6.73,NA
167242,600019,宝钢股份,2017-03-10,10:20:00,6.78,6.65,6.72,NA
167243,600019,宝钢股份,2017-03-10,10:25:00,6.78,6.65,6.72,NA
167244,600019,宝钢股份,2017-03-10,10:30:00,6.78,6.65,6.73,NA
167245,600019,宝钢股份,2017-03-10,10:35:00,6.79,6.65,6.78,NA
167246,600019,宝钢股份,2017-03-10,10:40:00,6.79,6.65,6.78,NA
167247,600019,宝钢股份,2017-03-10,10:45:00,6.82,6.65,6.79,NA
167248,600019,宝钢股份,2017-03-10,10:50:00,6.82,6.65,6.81,NA
167249,600019,宝钢股份,2017-03-10,10:55:00,6.83,6.65,6.81,NA
167250,600019,宝钢股份,2017-03-10,11:00:00,6.83,6.65,6.82,NA
167251,600019,宝钢股份,2017-03-10,11:05:00,6.84,6.65,6.84,NA
167252,600019,宝钢股份,2017-03-10,11:10:00,6.84,6.65,6.81,NA
167253,600019,宝钢股份,2017-03-10,11:15:00,6.84,6.65,6.81,NA
167254,600019,宝钢股份,2017-03-10,11:20:00,6.84,6.65,6.8,NA
167255,600019,宝钢股份,2017-03-10,11:25:00,6.84,6.65,6.81,NA
167256,600019,宝钢股份,2017-03-10,11:30:00,6.84,6.65,6.81,NA
167257,600019,宝钢股份,2017-03-10,11:35:00,6.84,6.65,6.81,NA
167258,600019,宝钢股份,2017-03-10,13:05:00,6.84,6.65,6.82,NA
167259,600019,宝钢股份,2017-03-10,13:10:00,6.84,6.65,6.81,NA
167260,600019,宝钢股份,2017-03-10,13:15:00,6.84,6.65,6.81,NA
167261,600019,宝钢股份,2017-03-10,13:20:00,6.84,6.65,6.81,NA
167262,600019,宝钢股份,2017-03-10,13:25:00,6.84,6.65,6.82,NA
167263,600019,宝钢股份,2017-03-10,13:30:00,6.84,6.65,6.81,NA
167264,600019,宝钢股份,2017-03-10,13:35:00,6.84,6.65,6.81,NA
167265,600019,宝钢股份,2017-03-10,13:40:00,6.84,6.65,6.83,NA
167266,600019,宝钢股份,2017-03-10,13:45:00,6.84,6.65,6.83,NA
167267,600019,宝钢股份,2017-03-10,13:50:00,6.84,6.65,6.82,NA
167268,600019,宝钢股份,2017-03-10,13:55:00,6.84,6.65,6.81,NA
167269,600019,宝钢股份,2017-03-10,14:00:00,6.84,6.65,6.82,NA
167270,600019,宝钢股份,2017-03-10,14:05:00,6.84,6.65,6.8,NA
