观测序号_Nobs,代码_Code,证券名称_Secunm,行情日期_Qdate,标准时间_StdTime,最高价(元)_Hipr,最低价(元)_Lopr,成交价(元)_TPrice,...9
347904,600519,贵州茅台,2020-02-13,11:35:00,1113.89,1090,1090.12,NA
347905,600519,贵州茅台,2020-02-13,11:40:00,1113.89,1090,1090.12,NA
347906,600519,贵州茅台,2020-02-13,11:45:00,1113.89,1090,1090.12,NA
347907,600519,贵州茅台,2020-02-13,11:50:00,1113.89,1090,1090.12,NA
347908,600519,贵州茅台,2020-02-13,11:55:00,1113.89,1090,1090.12,NA
347909,600519,贵州茅台,2020-02-13,12:00:00,1113.89,1090,1090.12,NA
347910,600519,贵州茅台,2020-02-13,12:35:00,1113.89,1090,1090.12,NA
347911,600519,贵州茅台,2020-02-13,12:40:00,1113.89,1090,1090.12,NA
347912,600519,贵州茅台,2020-02-13,12:45:00,1113.89,1090,1090.12,NA
347913,600519,贵州茅台,2020-02-13,12:50:00,1113.89,1090,1090.12,NA
347914,600519,贵州茅台,2020-02-13,12:55:00,1113.89,1090,1090.12,NA
347915,600519,贵州茅台,2020-02-13,13:00:00,1113.89,1090,1090.12,NA
347916,600519,贵州茅台,2020-02-13,13:05:00,1113.89,1088.01,1089.89,NA
347917,600519,贵州茅台,2020-02-13,13:10:00,1113.89,1088.01,1090,NA
347918,600519,贵州茅台,2020-02-13,13:15:00,1113.89,1088.01,1092.5,NA
347919,600519,贵州茅台,2020-02-13,13:20:00,1113.89,1088.01,1092,NA
347920,600519,贵州茅台,2020-02-13,13:25:00,1113.89,1088.01,1092.09,NA
347921,600519,贵州茅台,2020-02-13,13:30:00,1113.89,1088.01,1090.35,NA
347922,600519,贵州茅台,2020-02-13,13:35:00,1113.89,1088.01,1091,NA
347923,600519,贵州茅台,2020-02-13,13:40:00,1113.89,1088.01,1090.97,NA
347924,600519,贵州茅台,2020-02-13,13:45:00,1113.89,1088.01,1090.74,NA
347925,600519,贵州茅台,2020-02-13,13:50:00,1113.89,1088.01,1090.2,NA
347926,600519,贵州茅台,2020-02-13,13:55:00,1113.89,1088.01,1090.37,NA
347927,600519,贵州茅台,2020-02-13,14:00:00,1113.89,1088.01,1089.38,NA
347928,600519,贵州茅台,2020-02-13,14:05:00,1113.89,1088.01,1088.38,NA
347929,600519,贵州茅台,2020-02-13,14:10:00,1113.89,1088.01,1089.29,NA
347930,600519,贵州茅台,2020-02-13,14:15:00,1113.89,1088.01,1091,NA
347931,600519,贵州茅台,2020-02-13,14:20:00,1113.89,1088.01,1093.64,NA
347932,600519,贵州茅台,2020-02-13,14:25:00,1113.89,1088.01,1093.4,NA
347933,600519,贵州茅台,2020-02-13,14:30:00,1113.89,1088.01,1091.5,NA
347934,600519,贵州茅台,2020-02-13,14:35:00,1113.89,1088.01,1091.1,NA
347935,600519,贵州茅台,2020-02-13,14:40:00,1113.89,1088.01,1091.07,NA
347936,600519,贵州茅台,2020-02-13,14:45:00,1113.89,1088.01,1091.1,NA
347937,600519,贵州茅台,2020-02-13,14:50:00,1113.89,1088.01,1091.63,NA
347938,600519,贵州茅台,2020-02-13,14:55:00,1113.89,1088.01,1091.1,NA
347939,600519,贵州茅台,2020-02-13,15:00:00,1113.89,1088.01,1091,NA
347940,600519,贵州茅台,2020-02-13,15:05:00,1113.89,1088.01,1091,NA
347941,600519,贵州茅台,2020-02-13,15:10:00,1113.89,1088.01,1091,NA
347942,600519,贵州茅台,2020-02-13,15:15:00,1113.89,1088.01,1091,NA
347943,600519,贵州茅台,2020-02-13,15:20:00,1113.89,1088.01,1091,NA
347944,600519,贵州茅台,2020-02-13,15:25:00,1113.89,1088.01,1091,NA
347945,600519,贵州茅台,2020-02-13,15:30:00,1113.89,1088.01,1091,NA
347946,600519,贵州茅台,2020-02-14,09:30:00,1090.45,1090.45,1090.45,NA
347947,600519,贵州茅台,2020-02-14,09:35:00,1090.45,1086,1086.67,NA
347948,600519,贵州茅台,2020-02-14,09:40:00,1092,1086,1092,NA
347949,600519,贵州茅台,2020-02-14,09:45:00,1093.51,1086,1091.02,NA
347950,600519,贵州茅台,2020-02-14,09:50:00,1093.51,1086,1087,NA
347951,600519,贵州茅台,2020-02-14,09:55:00,1093.51,1086,1087.01,NA
347952,600519,贵州茅台,2020-02-14,10:00:00,1093.51,1086,1087.88,NA
347953,600519,贵州茅台,2020-02-14,10:05:00,1093.51,1086,1088.89,NA
347954,600519,贵州茅台,2020-02-14,10:10:00,1093.51,1086,1088.13,NA
347955,600519,贵州茅台,2020-02-14,10:15:00,1093.51,1086,1088.89,NA
347956,600519,贵州茅台,2020-02-14,10:20:00,1093.51,1086,1090,NA
347957,600519,贵州茅台,2020-02-14,10:25:00,1093.51,1086,1090.6,NA
347958,600519,贵州茅台,2020-02-14,10:30:00,1093.51,1086,1090.02,NA
347959,600519,贵州茅台,2020-02-14,10:35:00,1093.51,1086,1089.88,NA
347960,600519,贵州茅台,2020-02-14,10:40:00,1093.51,1086,1089.6,NA
347961,600519,贵州茅台,2020-02-14,10:45:00,1093.51,1086,1089.07,NA
347962,600519,贵州茅台,2020-02-14,10:50:00,1093.51,1086,1089,NA
347963,600519,贵州茅台,2020-02-14,10:55:00,1093.51,1086,1089.87,NA
347964,600519,贵州茅台,2020-02-14,11:00:00,1093.51,1086,1090.31,NA
347965,600519,贵州茅台,2020-02-14,11:05:00,1093.51,1086,1091,NA
347966,600519,贵州茅台,2020-02-14,11:10:00,1093.51,1086,1091,NA
347967,600519,贵州茅台,2020-02-14,11:15:00,1093.51,1086,1090.11,NA
347968,600519,贵州茅台,2020-02-14,11:20:00,1093.51,1086,1089.51,NA
347969,600519,贵州茅台,2020-02-14,11:25:00,1093.51,1086,1090,NA
347970,600519,贵州茅台,2020-02-14,11:30:00,1093.51,1086,1089.88,NA
347971,600519,贵州茅台,2020-02-14,11:35:00,1093.51,1086,1089.88,NA
347972,600519,贵州茅台,2020-02-14,11:40:00,1093.51,1086,1089.88,NA
347973,600519,贵州茅台,2020-02-14,11:45:00,1093.51,1086,1089.88,NA
347974,600519,贵州茅台,2020-02-14,11:50:00,1093.51,1086,1089.88,NA
347975,600519,贵州茅台,2020-02-14,11:55:00,1093.51,1086,1089.88,NA
347976,600519,贵州茅台,2020-02-14,12:00:00,1093.51,1086,1089.88,NA
347977,600519,贵州茅台,2020-02-14,12:35:00,1093.51,1086,1089.88,NA
347978,600519,贵州茅台,2020-02-14,12:40:00,1093.51,1086,1089.88,NA
347979,600519,贵州茅台,2020-02-14,12:45:00,1093.51,1086,1089.88,NA
347980,600519,贵州茅台,2020-02-14,12:50:00,1093.51,1086,1089.88,NA
347981,600519,贵州茅台,2020-02-14,12:55:00,1093.51,1086,1089.88,NA
355990,600519,贵州茅台,2020-08-13,13:20:00,1638.88,1609,1628.71,NA
355991,600519,贵州茅台,2020-08-13,13:25:00,1638.88,1609,1630.87,NA
355992,600519,贵州茅台,2020-08-13,13:30:00,1638.88,1609,1630.97,NA
355993,600519,贵州茅台,2020-08-13,13:35:00,1638.88,1609,1628.96,NA
355994,600519,贵州茅台,2020-08-13,13:40:00,1638.88,1609,1628,NA
355995,600519,贵州茅台,2020-08-13,13:45:00,1638.88,1609,1626.68,NA
355996,600519,贵州茅台,2020-08-13,13:50:00,1638.88,1609,1627.69,NA
355997,600519,贵州茅台,2020-08-13,13:55:00,1638.88,1609,1626.11,NA
355998,600519,贵州茅台,2020-08-13,14:00:00,1638.88,1609,1623.9,NA
355999,600519,贵州茅台,2020-08-13,14:05:00,1638.88,1609,1622.68,NA
356000,600519,贵州茅台,2020-08-13,14:10:00,1638.88,1609,1622.88,NA
356001,600519,贵州茅台,2020-08-13,14:15:00,1638.88,1609,1622.97,NA
356002,600519,贵州茅台,2020-08-13,14:20:00,1638.88,1609,1622.96,NA
356003,600519,贵州茅台,2020-08-13,14:25:00,1638.88,1609,1622.94,NA
356004,600519,贵州茅台,2020-08-13,14:30:00,1638.88,1609,1624.92,NA
356005,600519,贵州茅台,2020-08-13,14:35:00,1638.88,1609,1629.39,NA
356006,600519,贵州茅台,2020-08-13,14:40:00,1638.88,1609,1634.7,NA
356007,600519,贵州茅台,2020-08-13,14:45:00,1638.88,1609,1631.17,NA
356008,600519,贵州茅台,2020-08-13,14:50:00,1638.88,1609,1633,NA
356009,600519,贵州茅台,2020-08-13,14:55:00,1638.88,1609,1634.64,NA
356010,600519,贵州茅台,2020-08-13,15:00:00,1638.88,1609,1634.98,NA
356011,600519,贵州茅台,2020-08-13,15:05:00,1638.88,1609,1635,NA
356012,600519,贵州茅台,2020-08-13,15:10:00,1638.88,1609,1635,NA
356013,600519,贵州茅台,2020-08-13,15:15:00,1638.88,1609,1635,NA
356014,600519,贵州茅台,2020-08-13,15:20:00,1638.88,1609,1635,NA
356015,600519,贵州茅台,2020-08-13,15:25:00,1638.88,1609,1635,NA
356016,600519,贵州茅台,2020-08-13,15:30:00,1638.88,1609,1635,NA
356017,600519,贵州茅台,2020-08-14,09:30:00,1639.9,1639.9,1639.9,NA
356018,600519,贵州茅台,2020-08-14,09:35:00,1639.97,1631,1638.12,NA
356019,600519,贵州茅台,2020-08-14,09:40:00,1646,1631,1644.73,NA
356020,600519,贵州茅台,2020-08-14,09:45:00,1649.7,1631,1649.3,NA
356021,600519,贵州茅台,2020-08-14,09:50:00,1653.84,1631,1652.88,NA
356022,600519,贵州茅台,2020-08-14,09:55:00,1655.55,1631,1651.96,NA
356023,600519,贵州茅台,2020-08-14,10:00:00,1655.55,1631,1650.5,NA
356024,600519,贵州茅台,2020-08-14,10:05:00,1655.55,1631,1646.05,NA
356025,600519,贵州茅台,2020-08-14,10:10:00,1655.55,1631,1648.75,NA
356026,600519,贵州茅台,2020-08-14,10:15:00,1655.55,1631,1648.06,NA
356027,600519,贵州茅台,2020-08-14,10:20:00,1655.55,1631,1650,NA
356028,600519,贵州茅台,2020-08-14,10:25:00,1655.55,1631,1649.07,NA
356029,600519,贵州茅台,2020-08-14,10:30:00,1655.55,1631,1649.26,NA
356030,600519,贵州茅台,2020-08-14,10:35:00,1655.55,1631,1648.03,NA
356031,600519,贵州茅台,2020-08-14,10:40:00,1655.55,1631,1644.5,NA
356032,600519,贵州茅台,2020-08-14,10:45:00,1655.55,1631,1644.6,NA
356033,600519,贵州茅台,2020-08-14,10:50:00,1655.55,1631,1647,NA
356034,600519,贵州茅台,2020-08-14,10:55:00,1655.55,1631,1648,NA
356035,600519,贵州茅台,2020-08-14,11:00:00,1655.55,1631,1649.99,NA
356036,600519,贵州茅台,2020-08-14,11:05:00,1655.55,1631,1647.55,NA
356037,600519,贵州茅台,2020-08-14,11:10:00,1655.55,1631,1646.52,NA
356038,600519,贵州茅台,2020-08-14,11:15:00,1655.55,1631,1647.98,NA
356039,600519,贵州茅台,2020-08-14,11:20:00,1655.55,1631,1647,NA
356040,600519,贵州茅台,2020-08-14,11:25:00,1655.55,1631,1649.48,NA
356041,600519,贵州茅台,2020-08-14,11:30:00,1655.55,1631,1649.98,NA
356042,600519,贵州茅台,2020-08-14,11:35:00,1655.55,1631,1649.98,NA
356043,600519,贵州茅台,2020-08-14,11:40:00,1655.55,1631,1649.98,NA
356044,600519,贵州茅台,2020-08-14,11:45:00,1655.55,1631,1649.98,NA
356045,600519,贵州茅台,2020-08-14,11:50:00,1655.55,1631,1649.98,NA
356046,600519,贵州茅台,2020-08-14,11:55:00,1655.55,1631,1649.98,NA
356047,600519,贵州茅台,2020-08-14,12:00:00,1655.55,1631,1649.98,NA
356048,600519,贵州茅台,2020-08-14,12:35:00,1655.55,1631,1649.98,NA
356049,600519,贵州茅台,2020-08-14,12:40:00,1655.55,1631,1649.98,NA
356050,600519,贵州茅台,2020-08-14,12:45:00,1655.55,1631,1649.98,NA
356051,600519,贵州茅台,2020-08-14,12:50:00,1655.55,1631,1649.98,NA
356052,600519,贵州茅台,2020-08-14,12:55:00,1655.55,1631,1649.98,NA
356053,600519,贵州茅台,2020-08-14,13:00:00,1655.55,1631,1649.98,NA
356054,600519,贵州茅台,2020-08-14,13:05:00,1655.55,1631,1652,NA
356055,600519,贵州茅台,2020-08-14,13:10:00,1655.55,1631,1652.18,NA
356056,600519,贵州茅台,2020-08-14,13:15:00,1655.55,1631,1651.41,NA
356057,600519,贵州茅台,2020-08-14,13:20:00,1655.55,1631,1650.98,NA
356058,600519,贵州茅台,2020-08-14,13:25:00,1655.55,1631,1650.95,NA
356059,600519,贵州茅台,2020-08-14,13:30:00,1655.55,1631,1651.99,NA
356060,600519,贵州茅台,2020-08-14,13:35:00,1655.55,1631,1651.99,NA
356061,600519,贵州茅台,2020-08-14,13:40:00,1655.55,1631,1651.99,NA
356062,600519,贵州茅台,2020-08-14,13:45:00,1655.55,1631,1652.19,NA
356063,600519,贵州茅台,2020-08-14,13:50:00,1655.55,1631,1652.41,NA
356064,600519,贵州茅台,2020-08-14,13:55:00,1655.55,1631,1651.65,NA
356065,600519,贵州茅台,2020-08-14,14:00:00,1655.55,1631,1653.5,NA
356066,600519,贵州茅台,2020-08-14,14:05:00,1655.55,1631,1653.82,NA
356067,600519,贵州茅台,2020-08-14,14:10:00,1656.95,1631,1656.95,NA
347982,600519,贵州茅台,2020-02-14,13:00:00,1093.51,1086,1089.88,NA
347983,600519,贵州茅台,2020-02-14,13:05:00,1093.51,1086,1088.8,NA
347984,600519,贵州茅台,2020-02-14,13:10:00,1093.51,1086,1087.62,NA
347985,600519,贵州茅台,2020-02-14,13:15:00,1093.51,1086,1087.9,NA
347986,600519,贵州茅台,2020-02-14,13:20:00,1093.51,1086,1088.67,NA
347987,600519,贵州茅台,2020-02-14,13:25:00,1093.51,1086,1088,NA
347988,600519,贵州茅台,2020-02-14,13:30:00,1093.51,1086,1087.77,NA
347989,600519,贵州茅台,2020-02-14,13:35:00,1093.51,1086,1087.6,NA
347990,600519,贵州茅台,2020-02-14,13:40:00,1093.51,1086,1087.25,NA
347991,600519,贵州茅台,2020-02-14,13:45:00,1093.51,1086,1086.9,NA
347992,600519,贵州茅台,2020-02-14,13:50:00,1093.51,1086,1087.07,NA
347993,600519,贵州茅台,2020-02-14,13:55:00,1093.51,1086,1087.67,NA
347994,600519,贵州茅台,2020-02-14,14:00:00,1093.51,1086,1087.19,NA
347995,600519,贵州茅台,2020-02-14,14:05:00,1093.51,1086,1087.99,NA
347996,600519,贵州茅台,2020-02-14,14:10:00,1093.51,1086,1086.96,NA
347997,600519,贵州茅台,2020-02-14,14:15:00,1093.51,1086,1086.85,NA
347998,600519,贵州茅台,2020-02-14,14:20:00,1093.51,1086,1086.69,NA
