观测序号_Nobs,代码_Code,证券名称_Secunm,行情日期_Qdate,标准时间_StdTime,最高价(元)_Hipr,最低价(元)_Lopr,成交价(元)_TPrice,...9
212418,600019,宝钢股份,2020-06-18,10:00:00,4.75,4.62,4.74,NA
212419,600019,宝钢股份,2020-06-18,10:05:00,4.76,4.62,4.75,NA
212420,600019,宝钢股份,2020-06-18,10:10:00,4.8,4.62,4.79,NA
212421,600019,宝钢股份,2020-06-18,10:15:00,4.84,4.62,4.81,NA
212422,600019,宝钢股份,2020-06-18,10:20:00,4.84,4.62,4.8,NA
212423,600019,宝钢股份,2020-06-18,10:25:00,4.87,4.62,4.86,NA
212424,600019,宝钢股份,2020-06-18,10:30:00,4.87,4.62,4.84,NA
212425,600019,宝钢股份,2020-06-18,10:35:00,4.87,4.62,4.82,NA
212426,600019,宝钢股份,2020-06-18,10:40:00,4.87,4.62,4.82,NA
212427,600019,宝钢股份,2020-06-18,10:45:00,4.87,4.62,4.8,NA
212428,600019,宝钢股份,2020-06-18,10:50:00,4.87,4.62,4.81,NA
212429,600019,宝钢股份,2020-06-18,10:55:00,4.87,4.62,4.79,NA
212430,600019,宝钢股份,2020-06-18,11:00:00,4.87,4.62,4.8,NA
212431,600019,宝钢股份,2020-06-18,11:05:00,4.87,4.62,4.79,NA
212432,600019,宝钢股份,2020-06-18,11:10:00,4.87,4.62,4.79,NA
212433,600019,宝钢股份,2020-06-18,11:15:00,4.87,4.62,4.79,NA
212434,600019,宝钢股份,2020-06-18,11:20:00,4.87,4.62,4.79,NA
212435,600019,宝钢股份,2020-06-18,11:25:00,4.87,4.62,4.79,NA
212436,600019,宝钢股份,2020-06-18,11:30:00,4.87,4.62,4.78,NA
212437,600019,宝钢股份,2020-06-18,11:35:00,4.87,4.62,4.79,NA
212438,600019,宝钢股份,2020-06-18,11:40:00,4.87,4.62,4.79,NA
212439,600019,宝钢股份,2020-06-18,11:45:00,4.87,4.62,4.79,NA
212440,600019,宝钢股份,2020-06-18,11:50:00,4.87,4.62,4.79,NA
212441,600019,宝钢股份,2020-06-18,11:55:00,4.87,4.62,4.79,NA
212442,600019,宝钢股份,2020-06-18,12:00:00,4.87,4.62,4.79,NA
212443,600019,宝钢股份,2020-06-18,12:35:00,4.87,4.62,4.79,NA
212444,600019,宝钢股份,2020-06-18,12:40:00,4.87,4.62,4.79,NA
212445,600019,宝钢股份,2020-06-18,12:45:00,4.87,4.62,4.79,NA
212446,600019,宝钢股份,2020-06-18,12:50:00,4.87,4.62,4.79,NA
212447,600019,宝钢股份,2020-06-18,12:55:00,4.87,4.62,4.79,NA
212448,600019,宝钢股份,2020-06-18,13:00:00,4.87,4.62,4.79,NA
212449,600019,宝钢股份,2020-06-18,13:05:00,4.87,4.62,4.8,NA
212450,600019,宝钢股份,2020-06-18,13:10:00,4.87,4.62,4.8,NA
212451,600019,宝钢股份,2020-06-18,13:15:00,4.87,4.62,4.79,NA
212452,600019,宝钢股份,2020-06-18,13:20:00,4.87,4.62,4.78,NA
212453,600019,宝钢股份,2020-06-18,13:25:00,4.87,4.62,4.77,NA
212454,600019,宝钢股份,2020-06-18,13:30:00,4.87,4.62,4.78,NA
212455,600019,宝钢股份,2020-06-18,13:35:00,4.87,4.62,4.8,NA
212456,600019,宝钢股份,2020-06-18,13:40:00,4.87,4.62,4.82,NA
212457,600019,宝钢股份,2020-06-18,13:45:00,4.87,4.62,4.82,NA
212458,600019,宝钢股份,2020-06-18,13:50:00,4.87,4.62,4.82,NA
212459,600019,宝钢股份,2020-06-18,13:55:00,4.87,4.62,4.81,NA
212460,600019,宝钢股份,2020-06-18,14:00:00,4.87,4.62,4.81,NA
212461,600019,宝钢股份,2020-06-18,14:05:00,4.87,4.62,4.8,NA
212462,600019,宝钢股份,2020-06-18,14:10:00,4.87,4.62,4.81,NA
212463,600019,宝钢股份,2020-06-18,14:15:00,4.87,4.62,4.8,NA
212464,600019,宝钢股份,2020-06-18,14:20:00,4.87,4.62,4.8,NA
212465,600019,宝钢股份,2020-06-18,14:25:00,4.87,4.62,4.79,NA
212466,600019,宝钢股份,2020-06-18,14:30:00,4.87,4.62,4.8,NA
212467,600019,宝钢股份,2020-06-18,14:35:00,4.87,4.62,4.8,NA
212468,600019,宝钢股份,2020-06-18,14:40:00,4.87,4.62,4.8,NA
212469,600019,宝钢股份,2020-06-18,14:45:00,4.87,4.62,4.8,NA
212470,600019,宝钢股份,2020-06-18,14:50:00,4.87,4.62,4.8,NA
212471,600019,宝钢股份,2020-06-18,14:55:00,4.87,4.62,4.78,NA
212472,600019,宝钢股份,2020-06-18,15:00:00,4.87,4.62,4.79,NA
212473,600019,宝钢股份,2020-06-18,15:05:00,4.87,4.62,4.79,NA
212474,600019,宝钢股份,2020-06-18,15:10:00,4.87,4.62,4.79,NA
212475,600019,宝钢股份,2020-06-18,15:15:00,4.87,4.62,4.79,NA
212476,600019,宝钢股份,2020-06-18,15:20:00,4.87,4.62,4.79,NA
212477,600019,宝钢股份,2020-06-18,15:25:00,4.87,4.62,4.79,NA
212478,600019,宝钢股份,2020-06-18,15:30:00,4.87,4.62,4.79,NA
212479,600019,宝钢股份,2020-06-19,09:30:00,4.78,4.78,4.78,NA
212480,600019,宝钢股份,2020-06-19,09:35:00,4.78,4.72,4.75,NA
212481,600019,宝钢股份,2020-06-19,09:40:00,4.78,4.72,4.75,NA
212482,600019,宝钢股份,2020-06-19,09:45:00,4.78,4.72,4.75,NA
212483,600019,宝钢股份,2020-06-19,09:50:00,4.78,4.7,4.72,NA
212484,600019,宝钢股份,2020-06-19,09:55:00,4.78,4.7,4.72,NA
212485,600019,宝钢股份,2020-06-19,10:00:00,4.78,4.7,4.72,NA
212486,600019,宝钢股份,2020-06-19,10:05:00,4.78,4.7,4.72,NA
212487,600019,宝钢股份,2020-06-19,10:10:00,4.78,4.7,4.73,NA
212488,600019,宝钢股份,2020-06-19,10:15:00,4.78,4.7,4.73,NA
212489,600019,宝钢股份,2020-06-19,10:20:00,4.78,4.7,4.73,NA
212490,600019,宝钢股份,2020-06-19,10:25:00,4.78,4.7,4.73,NA
212491,600019,宝钢股份,2020-06-19,10:30:00,4.78,4.7,4.74,NA
212492,600019,宝钢股份,2020-06-19,10:35:00,4.78,4.7,4.72,NA
212493,600019,宝钢股份,2020-06-19,10:40:00,4.78,4.7,4.73,NA
212494,600019,宝钢股份,2020-06-19,10:45:00,4.78,4.7,4.72,NA
212495,600019,宝钢股份,2020-06-19,10:50:00,4.78,4.7,4.72,NA
220504,600019,宝钢股份,2020-12-16,10:20:00,5.92,5.83,5.84,NA
220505,600019,宝钢股份,2020-12-16,10:25:00,5.92,5.83,5.85,NA
220506,600019,宝钢股份,2020-12-16,10:30:00,5.92,5.83,5.89,NA
220507,600019,宝钢股份,2020-12-16,10:35:00,5.92,5.83,5.91,NA
220508,600019,宝钢股份,2020-12-16,10:40:00,5.96,5.83,5.93,NA
220509,600019,宝钢股份,2020-12-16,10:45:00,6.01,5.83,5.98,NA
220510,600019,宝钢股份,2020-12-16,10:50:00,6.01,5.83,5.97,NA
220511,600019,宝钢股份,2020-12-16,10:55:00,6.01,5.83,5.96,NA
220512,600019,宝钢股份,2020-12-16,11:00:00,6.01,5.83,5.96,NA
220513,600019,宝钢股份,2020-12-16,11:05:00,6.01,5.83,5.94,NA
220514,600019,宝钢股份,2020-12-16,11:10:00,6.01,5.83,5.93,NA
220515,600019,宝钢股份,2020-12-16,11:15:00,6.01,5.83,5.94,NA
220516,600019,宝钢股份,2020-12-16,11:20:00,6.01,5.83,5.94,NA
220517,600019,宝钢股份,2020-12-16,11:25:00,6.01,5.83,5.94,NA
220518,600019,宝钢股份,2020-12-16,11:30:00,6.01,5.83,5.92,NA
220519,600019,宝钢股份,2020-12-16,11:35:00,6.01,5.83,5.92,NA
220520,600019,宝钢股份,2020-12-16,11:40:00,6.01,5.83,5.92,NA
220521,600019,宝钢股份,2020-12-16,11:45:00,6.01,5.83,5.92,NA
220522,600019,宝钢股份,2020-12-16,11:50:00,6.01,5.83,5.92,NA
220523,600019,宝钢股份,2020-12-16,11:55:00,6.01,5.83,5.92,NA
220524,600019,宝钢股份,2020-12-16,12:00:00,6.01,5.83,5.92,NA
220525,600019,宝钢股份,2020-12-16,12:35:00,6.01,5.83,5.92,NA
220526,600019,宝钢股份,2020-12-16,12:40:00,6.01,5.83,5.92,NA
220527,600019,宝钢股份,2020-12-16,12:45:00,6.01,5.83,5.92,NA
220528,600019,宝钢股份,2020-12-16,12:50:00,6.01,5.83,5.92,NA
220529,600019,宝钢股份,2020-12-16,12:55:00,6.01,5.83,5.92,NA
220530,600019,宝钢股份,2020-12-16,13:00:00,6.01,5.83,5.92,NA
220531,600019,宝钢股份,2020-12-16,13:05:00,6.01,5.83,5.92,NA
220532,600019,宝钢股份,2020-12-16,13:10:00,6.01,5.83,5.91,NA
220533,600019,宝钢股份,2020-12-16,13:15:00,6.01,5.83,5.91,NA
220534,600019,宝钢股份,2020-12-16,13:20:00,6.01,5.83,5.92,NA
220535,600019,宝钢股份,2020-12-16,13:25:00,6.01,5.83,5.92,NA
220536,600019,宝钢股份,2020-12-16,13:30:00,6.01,5.83,5.92,NA
220537,600019,宝钢股份,2020-12-16,13:35:00,6.01,5.83,5.91,NA
220538,600019,宝钢股份,2020-12-16,13:40:00,6.01,5.83,5.9,NA
220539,600019,宝钢股份,2020-12-16,13:45:00,6.01,5.83,5.92,NA
220540,600019,宝钢股份,2020-12-16,13:50:00,6.01,5.83,5.92,NA
220541,600019,宝钢股份,2020-12-16,13:55:00,6.01,5.83,5.91,NA
220542,600019,宝钢股份,2020-12-16,14:00:00,6.01,5.83,5.9,NA
220543,600019,宝钢股份,2020-12-16,14:05:00,6.01,5.83,5.9,NA
220544,600019,宝钢股份,2020-12-16,14:10:00,6.01,5.83,5.9,NA
220545,600019,宝钢股份,2020-12-16,14:15:00,6.01,5.83,5.88,NA
220546,600019,宝钢股份,2020-12-16,14:20:00,6.01,5.83,5.9,NA
220547,600019,宝钢股份,2020-12-16,14:25:00,6.01,5.83,5.89,NA
220548,600019,宝钢股份,2020-12-16,14:30:00,6.01,5.83,5.88,NA
220549,600019,宝钢股份,2020-12-16,14:35:00,6.01,5.83,5.88,NA
220550,600019,宝钢股份,2020-12-16,14:40:00,6.01,5.83,5.87,NA
220551,600019,宝钢股份,2020-12-16,14:45:00,6.01,5.83,5.88,NA
220552,600019,宝钢股份,2020-12-16,14:50:00,6.01,5.83,5.88,NA
220553,600019,宝钢股份,2020-12-16,14:55:00,6.01,5.83,5.89,NA
220554,600019,宝钢股份,2020-12-16,15:00:00,6.01,5.83,5.89,NA
220555,600019,宝钢股份,2020-12-16,15:05:00,6.01,5.83,5.88,NA
220556,600019,宝钢股份,2020-12-16,15:10:00,6.01,5.83,5.88,NA
220557,600019,宝钢股份,2020-12-16,15:15:00,6.01,5.83,5.88,NA
220558,600019,宝钢股份,2020-12-16,15:20:00,6.01,5.83,5.88,NA
220559,600019,宝钢股份,2020-12-16,15:25:00,6.01,5.83,5.88,NA
220560,600019,宝钢股份,2020-12-16,15:30:00,6.01,5.83,5.88,NA
