观测序号_Nobs,代码_Code,证券名称_Secunm,行情日期_Qdate,标准时间_StdTime,最高价(元)_Hipr,最低价(元)_Lopr,成交价(元)_TPrice,...9
277297,600519,贵州茅台,2019-01-14,09:30:00,633,633,633,NA
277298,600519,贵州茅台,2019-01-14,09:35:00,635.88,630.25,635.27,NA
277299,600519,贵州茅台,2019-01-14,09:40:00,635.89,630.25,634.22,NA
277300,600519,贵州茅台,2019-01-14,09:45:00,635.89,630.25,630.63,NA
277301,600519,贵州茅台,2019-01-14,09:50:00,635.89,627.22,627.22,NA
277302,600519,贵州茅台,2019-01-14,09:55:00,635.89,625,625.5,NA
277303,600519,贵州茅台,2019-01-14,10:00:00,635.89,624,625.19,NA
277304,600519,贵州茅台,2019-01-14,10:05:00,635.89,623,623.5,NA
277305,600519,贵州茅台,2019-01-14,10:10:00,635.89,623,627.09,NA
277306,600519,贵州茅台,2019-01-14,10:15:00,635.89,623,625,NA
277307,600519,贵州茅台,2019-01-14,10:20:00,635.89,621.69,622.79,NA
277308,600519,贵州茅台,2019-01-14,10:25:00,635.89,621.69,623.06,NA
277309,600519,贵州茅台,2019-01-14,10:30:00,635.89,621.69,622.66,NA
277310,600519,贵州茅台,2019-01-14,10:35:00,635.89,621.69,623.08,NA
277311,600519,贵州茅台,2019-01-14,10:40:00,635.89,621.68,621.72,NA
277312,600519,贵州茅台,2019-01-14,10:45:00,635.89,621.55,621.9,NA
277313,600519,贵州茅台,2019-01-14,10:50:00,635.89,621.55,622.99,NA
277314,600519,贵州茅台,2019-01-14,10:55:00,635.89,621.55,623.69,NA
277315,600519,贵州茅台,2019-01-14,11:00:00,635.89,621.55,626.38,NA
277316,600519,贵州茅台,2019-01-14,11:05:00,635.89,621.55,623.87,NA
277317,600519,贵州茅台,2019-01-14,11:10:00,635.89,621.55,625.7,NA
277318,600519,贵州茅台,2019-01-14,11:15:00,635.89,621.55,628,NA
277319,600519,贵州茅台,2019-01-14,11:20:00,635.89,621.55,626,NA
277320,600519,贵州茅台,2019-01-14,11:25:00,635.89,621.55,625.12,NA
277321,600519,贵州茅台,2019-01-14,11:30:00,635.89,621.55,625.02,NA
277322,600519,贵州茅台,2019-01-14,11:35:00,635.89,621.55,625.02,NA
277323,600519,贵州茅台,2019-01-14,13:00:00,635.89,621.55,625.02,NA
277324,600519,贵州茅台,2019-01-14,13:05:00,635.89,621.55,625.6,NA
277325,600519,贵州茅台,2019-01-14,13:10:00,635.89,621.55,625,NA
277326,600519,贵州茅台,2019-01-14,13:15:00,635.89,621.55,624.99,NA
277327,600519,贵州茅台,2019-01-14,13:20:00,635.89,621.55,625.07,NA
277328,600519,贵州茅台,2019-01-14,13:25:00,635.89,621.55,625.49,NA
277329,600519,贵州茅台,2019-01-14,13:30:00,635.89,621.55,626.5,NA
277330,600519,贵州茅台,2019-01-14,13:35:00,635.89,621.55,627.5,NA
277331,600519,贵州茅台,2019-01-14,13:40:00,635.89,621.55,627,NA
277332,600519,贵州茅台,2019-01-14,13:45:00,635.89,621.55,626.67,NA
277333,600519,贵州茅台,2019-01-14,13:50:00,635.89,621.55,625.67,NA
277334,600519,贵州茅台,2019-01-14,13:55:00,635.89,621.55,625.49,NA
277335,600519,贵州茅台,2019-01-14,14:00:00,635.89,621.55,625.48,NA
277336,600519,贵州茅台,2019-01-14,14:05:00,635.89,621.55,625.87,NA
277337,600519,贵州茅台,2019-01-14,14:10:00,635.89,621.55,625.91,NA
277338,600519,贵州茅台,2019-01-14,14:15:00,635.89,621.55,625.1,NA
277339,600519,贵州茅台,2019-01-14,14:20:00,635.89,621.55,625,NA
277340,600519,贵州茅台,2019-01-14,14:25:00,635.89,621.55,624.99,NA
277341,600519,贵州茅台,2019-01-14,14:30:00,635.89,621.55,625.35,NA
277342,600519,贵州茅台,2019-01-14,14:35:00,635.89,621.55,625.27,NA
277343,600519,贵州茅台,2019-01-14,14:40:00,635.89,621.55,625.39,NA
277344,600519,贵州茅台,2019-01-14,14:45:00,635.89,621.55,623.92,NA
277345,600519,贵州茅台,2019-01-14,14:50:00,635.89,621.55,624.08,NA
277346,600519,贵州茅台,2019-01-14,14:55:00,635.89,621.55,624,NA
277347,600519,贵州茅台,2019-01-14,15:00:00,635.89,621.55,624.68,NA
277348,600519,贵州茅台,2019-01-14,15:05:00,635.89,621.55,624.6,NA
277349,600519,贵州茅台,2019-01-15,09:30:00,627.86,627.86,627.86,NA
277350,600519,贵州茅台,2019-01-15,09:35:00,627.86,625,627.31,NA
277351,600519,贵州茅台,2019-01-15,09:40:00,627.86,625,627.11,NA
277352,600519,贵州茅台,2019-01-15,09:45:00,632.3,625,631.23,NA
277353,600519,贵州茅台,2019-01-15,09:50:00,632.3,625,630.61,NA
277354,600519,贵州茅台,2019-01-15,09:55:00,632.3,625,630.4,NA
277355,600519,贵州茅台,2019-01-15,10:00:00,632.3,625,630.14,NA
277356,600519,贵州茅台,2019-01-15,10:05:00,632.49,625,632.39,NA
277357,600519,贵州茅台,2019-01-15,10:10:00,635.49,625,634.71,NA
277358,600519,贵州茅台,2019-01-15,10:15:00,640,625,638,NA
277359,600519,贵州茅台,2019-01-15,10:20:00,642,625,640.75,NA
277360,600519,贵州茅台,2019-01-15,10:25:00,642,625,639.47,NA
277361,600519,贵州茅台,2019-01-15,10:30:00,642,625,638.8,NA
277362,600519,贵州茅台,2019-01-15,10:35:00,642,625,638.97,NA
277363,600519,贵州茅台,2019-01-15,10:40:00,642,625,639.5,NA
277364,600519,贵州茅台,2019-01-15,10:45:00,642,625,640.01,NA
277365,600519,贵州茅台,2019-01-15,10:50:00,642.94,625,642.74,NA
277366,600519,贵州茅台,2019-01-15,10:55:00,643.74,625,643.6,NA
277367,600519,贵州茅台,2019-01-15,11:00:00,643.74,625,641.91,NA
277368,600519,贵州茅台,2019-01-15,11:05:00,644.1,625,644.03,NA
277369,600519,贵州茅台,2019-01-15,11:10:00,646,625,644.7,NA
277370,600519,贵州茅台,2019-01-15,11:15:00,646,625,643.9,NA
277371,600519,贵州茅台,2019-01-15,11:20:00,646,625,644.25,NA
278001,600519,贵州茅台,2019-01-31,13:10:00,688.88,677.56,688.78,NA
278002,600519,贵州茅台,2019-01-31,13:15:00,688.9,677.56,687.96,NA
278003,600519,贵州茅台,2019-01-31,13:20:00,688.9,677.56,687,NA
278004,600519,贵州茅台,2019-01-31,13:25:00,688.9,677.56,687.7,NA
278005,600519,贵州茅台,2019-01-31,13:30:00,688.9,677.56,685.86,NA
278006,600519,贵州茅台,2019-01-31,13:35:00,688.9,677.56,685.45,NA
278007,600519,贵州茅台,2019-01-31,13:40:00,688.9,677.56,685.52,NA
278008,600519,贵州茅台,2019-01-31,13:45:00,688.9,677.56,687,NA
278009,600519,贵州茅台,2019-01-31,13:50:00,688.9,677.56,685.72,NA
278010,600519,贵州茅台,2019-01-31,13:55:00,688.9,677.56,685.44,NA
278011,600519,贵州茅台,2019-01-31,14:00:00,688.9,677.56,685.95,NA
278012,600519,贵州茅台,2019-01-31,14:05:00,688.9,677.56,685.2,NA
278013,600519,贵州茅台,2019-01-31,14:10:00,688.9,677.56,685.2,NA
278014,600519,贵州茅台,2019-01-31,14:15:00,688.9,677.56,683.61,NA
278015,600519,贵州茅台,2019-01-31,14:20:00,688.9,677.56,684.02,NA
278016,600519,贵州茅台,2019-01-31,14:25:00,688.9,677.56,685.25,NA
278017,600519,贵州茅台,2019-01-31,14:30:00,688.9,677.56,684.9,NA
278018,600519,贵州茅台,2019-01-31,14:35:00,688.9,677.56,687.3,NA
278019,600519,贵州茅台,2019-01-31,14:40:00,688.9,677.56,687.32,NA
278020,600519,贵州茅台,2019-01-31,14:45:00,689.57,677.56,689.5,NA
278021,600519,贵州茅台,2019-01-31,14:50:00,689.6,677.56,688,NA
278022,600519,贵州茅台,2019-01-31,14:55:00,689.6,677.56,688.02,NA
278023,600519,贵州茅台,2019-01-31,15:00:00,689.6,677.56,688.8,NA
278024,600519,贵州茅台,2019-01-31,15:05:00,689.6,677.56,689.6,NA
278025,600519,贵州茅台,2019-02-01,09:30:00,697.04,697.04,697.04,NA
278026,600519,贵州茅台,2019-02-01,09:35:00,697.99,694.08,694.88,NA
278027,600519,贵州茅台,2019-02-01,09:40:00,697.99,692,694.68,NA
278028,600519,贵州茅台,2019-02-01,09:45:00,697.99,692,694.88,NA
278029,600519,贵州茅台,2019-02-01,09:50:00,697.99,692,692.69,NA
278030,600519,贵州茅台,2019-02-01,09:55:00,697.99,692,695.8,NA
278031,600519,贵州茅台,2019-02-01,10:00:00,697.99,692,696.57,NA
278032,600519,贵州茅台,2019-02-01,10:05:00,697.99,692,695.12,NA
278033,600519,贵州茅台,2019-02-01,10:10:00,698.99,692,698.19,NA
278034,600519,贵州茅台,2019-02-01,10:15:00,698.99,692,698.44,NA
278035,600519,贵州茅台,2019-02-01,10:20:00,698.99,692,697.65,NA
278036,600519,贵州茅台,2019-02-01,10:25:00,698.99,692,697.5,NA
278037,600519,贵州茅台,2019-02-01,10:30:00,699,692,698.35,NA
278038,600519,贵州茅台,2019-02-01,10:35:00,699,692,697,NA
278039,600519,贵州茅台,2019-02-01,10:40:00,699,692,695.4,NA
278040,600519,贵州茅台,2019-02-01,10:45:00,699,692,694.5,NA
278041,600519,贵州茅台,2019-02-01,10:50:00,699,692,695.13,NA
278042,600519,贵州茅台,2019-02-01,10:55:00,699,692,697,NA
278043,600519,贵州茅台,2019-02-01,11:00:00,699,692,696.44,NA
278044,600519,贵州茅台,2019-02-01,11:05:00,699,692,695.99,NA
278045,600519,贵州茅台,2019-02-01,11:10:00,699,692,696.1,NA
278046,600519,贵州茅台,2019-02-01,11:15:00,699,692,696.67,NA
278047,600519,贵州茅台,2019-02-01,11:20:00,699,692,696.54,NA
278048,600519,贵州茅台,2019-02-01,11:25:00,699,692,696.25,NA
278049,600519,贵州茅台,2019-02-01,11:30:00,699,692,696.8,NA
278050,600519,贵州茅台,2019-02-01,11:35:00,699,692,696.8,NA
278051,600519,贵州茅台,2019-02-01,13:00:00,699,692,696.8,NA
278052,600519,贵州茅台,2019-02-01,13:05:00,699,692,692.3,NA
278053,600519,贵州茅台,2019-02-01,13:10:00,699,692,692.66,NA
278054,600519,贵州茅台,2019-02-01,13:15:00,699,689.61,690.9,NA
278055,600519,贵州茅台,2019-02-01,13:20:00,699,689.61,692,NA
278056,600519,贵州茅台,2019-02-01,13:25:00,699,689.61,693.6,NA
278057,600519,贵州茅台,2019-02-01,13:30:00,699,689.61,693.75,NA
278058,600519,贵州茅台,2019-02-01,13:35:00,699,689.61,693.76,NA
278059,600519,贵州茅台,2019-02-01,13:40:00,699,689.61,694.5,NA
278060,600519,贵州茅台,2019-02-01,13:45:00,699,689.61,695.4,NA
278061,600519,贵州茅台,2019-02-01,13:50:00,699,689.61,694.9,NA
278062,600519,贵州茅台,2019-02-01,13:55:00,699,689.61,694.9,NA
278063,600519,贵州茅台,2019-02-01,14:00:00,699,689.61,696.2,NA
278064,600519,贵州茅台,2019-02-01,14:05:00,699,689.61,695.45,NA
278065,600519,贵州茅台,2019-02-01,14:10:00,699,689.61,693.75,NA
278066,600519,贵州茅台,2019-02-01,14:15:00,699,689.61,694.81,NA
278067,600519,贵州茅台,2019-02-01,14:20:00,699,689.61,694.5,NA
278068,600519,贵州茅台,2019-02-01,14:25:00,699,689.61,695.3,NA
278069,600519,贵州茅台,2019-02-01,14:30:00,699,689.61,694.19,NA
278070,600519,贵州茅台,2019-02-01,14:35:00,699,689.61,692.99,NA
278071,600519,贵州茅台,2019-02-01,14:40:00,699,689.61,692.92,NA
278072,600519,贵州茅台,2019-02-01,14:45:00,699,689.61,692.8,NA
278073,600519,贵州茅台,2019-02-01,14:50:00,699,689.61,693.12,NA
