观测序号_Nobs,代码_Code,证券名称_Secunm,行情日期_Qdate,标准时间_StdTime,最高价(元)_Hipr,最低价(元)_Lopr,成交价(元)_TPrice,...9
161755,600016,民生银行,2020-04-07,14:15:00,5.79,5.75,5.78,NA
161756,600016,民生银行,2020-04-07,14:20:00,5.79,5.75,5.79,NA
161757,600016,民生银行,2020-04-07,14:25:00,5.79,5.75,5.79,NA
161758,600016,民生银行,2020-04-07,14:30:00,5.79,5.75,5.78,NA
161759,600016,民生银行,2020-04-07,14:35:00,5.79,5.75,5.79,NA
161760,600016,民生银行,2020-04-07,14:40:00,5.79,5.75,5.79,NA
161761,600016,民生银行,2020-04-07,14:45:00,5.8,5.75,5.79,NA
161762,600016,民生银行,2020-04-07,14:50:00,5.8,5.75,5.79,NA
161763,600016,民生银行,2020-04-07,14:55:00,5.8,5.75,5.78,NA
161764,600016,民生银行,2020-04-07,15:00:00,5.8,5.75,5.77,NA
161765,600016,民生银行,2020-04-07,15:05:00,5.8,5.75,5.78,NA
161766,600016,民生银行,2020-04-07,15:10:00,5.8,5.75,5.78,NA
161767,600016,民生银行,2020-04-07,15:15:00,5.8,5.75,5.78,NA
161768,600016,民生银行,2020-04-07,15:20:00,5.8,5.75,5.78,NA
161769,600016,民生银行,2020-04-07,15:25:00,5.8,5.75,5.78,NA
161770,600016,民生银行,2020-04-07,15:30:00,5.8,5.75,5.78,NA
161771,600016,民生银行,2020-04-08,09:30:00,5.77,5.77,5.77,NA
161772,600016,民生银行,2020-04-08,09:35:00,5.78,5.76,5.78,NA
161773,600016,民生银行,2020-04-08,09:40:00,5.78,5.76,5.78,NA
161774,600016,民生银行,2020-04-08,09:45:00,5.78,5.76,5.77,NA
161775,600016,民生银行,2020-04-08,09:50:00,5.78,5.76,5.77,NA
161776,600016,民生银行,2020-04-08,09:55:00,5.78,5.76,5.77,NA
161777,600016,民生银行,2020-04-08,10:00:00,5.78,5.76,5.76,NA
161778,600016,民生银行,2020-04-08,10:05:00,5.78,5.75,5.75,NA
161779,600016,民生银行,2020-04-08,10:10:00,5.78,5.75,5.76,NA
161780,600016,民生银行,2020-04-08,10:15:00,5.78,5.75,5.76,NA
161781,600016,民生银行,2020-04-08,10:20:00,5.78,5.75,5.76,NA
161782,600016,民生银行,2020-04-08,10:25:00,5.78,5.75,5.78,NA
161783,600016,民生银行,2020-04-08,10:30:00,5.78,5.75,5.77,NA
