观测序号_Nobs,代码_Code,证券名称_Secunm,行情日期_Qdate,标准时间_StdTime,最高价(元)_Hipr,最低价(元)_Lopr,成交价(元)_TPrice,...9
287041,600745,中茵股份,2017-01-13,13:45:00,22.12,21.55,21.74,NA
287042,600745,中茵股份,2017-01-13,13:50:00,22.12,21.55,21.85,NA
287043,600745,中茵股份,2017-01-13,13:55:00,22.12,21.55,21.78,NA
287044,600745,中茵股份,2017-01-13,14:00:00,22.12,21.55,21.79,NA
287045,600745,中茵股份,2017-01-13,14:05:00,22.12,21.55,21.75,NA
287046,600745,中茵股份,2017-01-13,14:10:00,22.12,21.55,21.81,NA
287047,600745,中茵股份,2017-01-13,14:15:00,22.12,21.55,21.8,NA
287048,600745,中茵股份,2017-01-13,14:20:00,22.12,21.55,21.75,NA
287049,600745,中茵股份,2017-01-13,14:25:00,22.12,21.55,21.73,NA
287050,600745,中茵股份,2017-01-13,14:30:00,22.12,21.55,21.73,NA
287051,600745,中茵股份,2017-01-13,14:35:00,22.12,21.55,21.66,NA
287052,600745,中茵股份,2017-01-13,14:40:00,22.12,21.55,21.64,NA
287053,600745,中茵股份,2017-01-13,14:45:00,22.12,21.55,21.56,NA
287054,600745,中茵股份,2017-01-13,14:50:00,22.12,21.28,21.48,NA
287055,600745,中茵股份,2017-01-13,14:55:00,22.12,21.28,21.47,NA
287056,600745,中茵股份,2017-01-13,15:00:00,22.12,21.28,21.73,NA
287057,600745,中茵股份,2017-01-13,15:05:00,22.12,21.28,21.51,NA
287058,600745,中茵股份,2017-01-16,09:20:00,NA,NA,NA,NA
287059,600745,中茵股份,2017-01-16,09:25:00,NA,NA,NA,NA
287060,600745,中茵股份,2017-01-16,09:30:00,21.4,21.4,21.4,NA
287061,600745,中茵股份,2017-01-16,09:35:00,21.59,21.39,21.45,NA
287062,600745,中茵股份,2017-01-16,09:40:00,21.59,20.8,20.85,NA
287063,600745,中茵股份,2017-01-16,09:45:00,21.59,20.55,20.97,NA
287064,600745,中茵股份,2017-01-16,09:50:00,21.59,20.55,20.9,NA
287065,600745,中茵股份,2017-01-16,09:55:00,21.59,20.55,21.09,NA
287066,600745,中茵股份,2017-01-16,10:00:00,21.59,20.55,21,NA
287067,600745,中茵股份,2017-01-16,10:05:00,21.59,20.55,20.88,NA
287068,600745,中茵股份,2017-01-16,10:10:00,21.59,20.55,20.95,NA
287069,600745,中茵股份,2017-01-16,10:15:00,21.59,20.55,20.98,NA
287070,600745,中茵股份,2017-01-16,10:20:00,21.59,20.55,20.97,NA
287071,600745,中茵股份,2017-01-16,10:25:00,21.59,20.55,20.81,NA
287072,600745,中茵股份,2017-01-16,10:30:00,21.59,20.55,20.9,NA
287073,600745,中茵股份,2017-01-16,10:35:00,21.59,20.55,20.75,NA
287074,600745,中茵股份,2017-01-16,10:40:00,21.59,20.55,20.78,NA
287075,600745,中茵股份,2017-01-16,10:45:00,21.59,20.55,20.85,NA
