代码_Code,证券名称_Secunm,行情日期_Qdate,标准时间_StdTime,最高价(元)_Hipr,最低价(元)_Lopr,成交价(元)_TPrice,...8
600010,包钢股份,2020-03-06,10:25:00,1.24,1.21,1.21,NA
600010,包钢股份,2020-03-06,10:30:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,10:35:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,10:40:00,1.24,1.21,1.23,NA
600010,包钢股份,2020-03-06,10:45:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,10:50:00,1.24,1.21,1.23,NA
600010,包钢股份,2020-03-06,10:55:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,11:00:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,11:05:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,11:10:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,11:15:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,11:20:00,1.24,1.21,1.21,NA
600010,包钢股份,2020-03-06,11:25:00,1.24,1.21,1.21,NA
600010,包钢股份,2020-03-06,11:30:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,11:35:00,1.24,1.21,1.23,NA
600010,包钢股份,2020-03-06,11:40:00,1.24,1.21,1.23,NA
600010,包钢股份,2020-03-06,11:45:00,1.24,1.21,1.23,NA
600010,包钢股份,2020-03-06,11:50:00,1.24,1.21,1.23,NA
600010,包钢股份,2020-03-06,11:55:00,1.24,1.21,1.23,NA
600010,包钢股份,2020-03-06,12:00:00,1.24,1.21,1.23,NA
600010,包钢股份,2020-03-06,12:35:00,1.24,1.21,1.23,NA
600010,包钢股份,2020-03-06,12:40:00,1.24,1.21,1.23,NA
600010,包钢股份,2020-03-06,12:45:00,1.24,1.21,1.23,NA
600010,包钢股份,2020-03-06,12:50:00,1.24,1.21,1.23,NA
600010,包钢股份,2020-03-06,12:55:00,1.24,1.21,1.23,NA
600010,包钢股份,2020-03-06,13:00:00,1.24,1.21,1.23,NA
600010,包钢股份,2020-03-06,13:05:00,1.24,1.21,1.23,NA
600010,包钢股份,2020-03-06,13:10:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,13:15:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,13:20:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,13:25:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,13:30:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,13:35:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,13:40:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,13:45:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,13:50:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,13:55:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,14:00:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,14:05:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,14:10:00,1.24,1.21,1.23,NA
600010,包钢股份,2020-03-06,14:15:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,14:20:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,14:25:00,1.24,1.21,1.23,NA
600010,包钢股份,2020-03-06,14:30:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,14:35:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,14:40:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,14:45:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,14:50:00,1.24,1.21,1.21,NA
600010,包钢股份,2020-03-06,14:55:00,1.24,1.21,1.21,NA
600010,包钢股份,2020-03-06,15:00:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,15:05:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,15:10:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,15:15:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,15:20:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,15:25:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-06,15:30:00,1.24,1.21,1.22,NA
600010,包钢股份,2020-03-09,09:30:00,1.2,1.2,1.2,NA
600010,包钢股份,2020-03-09,09:35:00,1.2,1.19,1.2,NA
600010,包钢股份,2020-03-09,09:40:00,1.2,1.19,1.2,NA
600010,包钢股份,2020-03-09,09:45:00,1.2,1.19,1.19,NA
