代码_Code,证券名称_Secunm,行情日期_Qdate,标准时间_StdTime,最高价(元)_Hipr,最低价(元)_Lopr,成交价(元)_TPrice,...8
000006,地产指数,2020-01-02,09:05:00,0,NA,7024.3568,NA
000006,地产指数,2020-01-02,09:10:00,0,NA,7024.3568,NA
000006,地产指数,2020-01-02,09:15:00,0,NA,7024.3568,NA
000006,地产指数,2020-01-02,09:20:00,0,NA,7024.3568,NA
000006,地产指数,2020-01-02,09:25:00,0,NA,7024.3568,NA
000006,地产指数,2020-01-02,09:30:00,7118.0084,7118.0084,7118.0084,NA
000006,地产指数,2020-01-02,09:35:00,7193.0197,7118.0084,7191.2855,NA
000006,地产指数,2020-01-02,09:40:00,7194.8939,7118.0084,7158.8786,NA
000006,地产指数,2020-01-02,09:45:00,7194.8939,7118.0084,7158.486,NA
000006,地产指数,2020-01-02,09:50:00,7194.8939,7118.0084,7164.078,NA
000006,地产指数,2020-01-02,09:55:00,7194.8939,7118.0084,7188.8322,NA
000006,地产指数,2020-01-02,10:00:00,7199.3926,7118.0084,7199.0117,NA
000006,地产指数,2020-01-02,10:05:00,7204.1611,7118.0084,7196.5959,NA
000006,地产指数,2020-01-02,10:10:00,7208.4214,7118.0084,7185.5933000000005,NA
000006,地产指数,2020-01-02,10:15:00,7208.4214,7118.0084,7184.6318,NA
000006,地产指数,2020-01-02,10:20:00,7208.4214,7118.0084,7167.2658,NA
000006,地产指数,2020-01-02,10:25:00,7208.4214,7118.0084,7172.8666,NA
000006,地产指数,2020-01-02,10:30:00,7208.4214,7118.0084,7172.402,NA
000006,地产指数,2020-01-02,10:35:00,7208.4214,7118.0084,7166.0821,NA
000006,地产指数,2020-01-02,10:40:00,7208.4214,7118.0084,7185.8772,NA
000006,地产指数,2020-01-02,10:45:00,7213.8209,7118.0084,7201.1544,NA
000006,地产指数,2020-01-02,10:50:00,7213.8209,7118.0084,7182.348,NA
000006,地产指数,2020-01-02,10:55:00,7213.8209,7118.0084,7191.6172,NA
000006,地产指数,2020-01-02,11:00:00,7213.8209,7118.0084,7188.895,NA
000006,地产指数,2020-01-02,11:05:00,7213.8209,7118.0084,7191.6066,NA
000006,地产指数,2020-01-02,11:10:00,7213.8209,7118.0084,7182.8543,NA
000006,地产指数,2020-01-02,11:15:00,7213.8209,7118.0084,7186.906,NA
000006,地产指数,2020-01-02,11:20:00,7213.8209,7118.0084,7192.5669,NA
000006,地产指数,2020-01-02,11:25:00,7213.8209,7118.0084,7176.5925,NA
000006,地产指数,2020-01-02,11:30:00,7213.8209,7118.0084,7168.7256,NA
000006,地产指数,2020-01-02,11:35:00,7213.8209,7118.0084,7168.7447,NA
000006,地产指数,2020-01-02,13:00:00,7213.8209,7118.0084,7168.7447,NA
000006,地产指数,2020-01-02,13:05:00,7213.8209,7118.0084,7175.2355,NA
000006,地产指数,2020-01-02,13:10:00,7213.8209,7118.0084,7173.7099,NA
000006,地产指数,2020-01-02,13:15:00,7213.8209,7118.0084,7164.5733,NA
