代码_Code,证券名称_Secunm,行情日期_Qdate,标准时间_StdTime,最高价(元)_Hipr,最低价(元)_Lopr,成交价(元)_TPrice,...8
399001,深证成指,2017-01-11,15:05:00,10331.373,10213.863,10215.476,NA
399001,深证成指,2017-01-12,09:30:00,10207.428,10207.428,10207.428,NA
399001,深证成指,2017-01-12,09:35:00,10225.349,10207.428,10225.257,NA
399001,深证成指,2017-01-12,09:40:00,10225.799,10207.428,10209.85,NA
399001,深证成指,2017-01-12,09:45:00,10225.915,10207.428,10225.915,NA
399001,深证成指,2017-01-12,09:50:00,10235.75,10207.428,10235.75,NA
399001,深证成指,2017-01-12,09:55:00,10236.092,10207.428,10235.882,NA
399001,深证成指,2017-01-12,10:00:00,10236.092,10207.428,10226.93,NA
399001,深证成指,2017-01-12,10:05:00,10236.092,10207.428,10217.565,NA
399001,深证成指,2017-01-12,10:10:00,10236.092,10207.428,10213.371,NA
399001,深证成指,2017-01-12,10:15:00,10236.092,10207.428,10211.349,NA
399001,深证成指,2017-01-12,10:20:00,10236.092,10207.428,10212.957,NA
399001,深证成指,2017-01-12,10:25:00,10236.092,10207.428,10210.095,NA
399001,深证成指,2017-01-12,10:30:00,10236.092,10194.704,10195.698,NA
399001,深证成指,2017-01-12,10:35:00,10236.092,10194.095,10199.357,NA
399001,深证成指,2017-01-12,10:40:00,10236.092,10194.095,10196.892,NA
399001,深证成指,2017-01-12,10:45:00,10236.092,10194.095,10211.202,NA
399001,深证成指,2017-01-12,10:50:00,10236.092,10194.095,10213.585,NA
399001,深证成指,2017-01-12,10:55:00,10236.092,10194.095,10211.479,NA
399001,深证成指,2017-01-12,11:00:00,10236.092,10194.095,10216.713,NA
399001,深证成指,2017-01-12,11:05:00,10236.092,10194.095,10226.271,NA
399001,深证成指,2017-01-12,11:10:00,10236.092,10194.095,10224.178,NA
399001,深证成指,2017-01-12,11:15:00,10236.092,10194.095,10220.308,NA
399001,深证成指,2017-01-12,11:20:00,10236.092,10194.095,10217.615,NA
399001,深证成指,2017-01-12,11:25:00,10236.092,10194.095,10215.014,NA
399001,深证成指,2017-01-12,11:30:00,10236.092,10194.095,10219.461,NA
399001,深证成指,2017-01-12,11:35:00,10236.092,10194.095,10220.301,NA
399001,深证成指,2017-01-12,13:05:00,10236.092,10194.095,10221.389,NA
399001,深证成指,2017-01-12,13:10:00,10236.092,10194.095,10217.722,NA
399001,深证成指,2017-01-12,13:15:00,10236.092,10194.095,10214.86,NA
399001,深证成指,2017-01-12,13:20:00,10236.092,10194.095,10211.76,NA
399001,深证成指,2017-01-12,13:25:00,10236.092,10194.095,10203.132,NA
399001,深证成指,2017-01-12,13:30:00,10236.092,10194.095,10201.85,NA
399001,深证成指,2017-01-12,13:35:00,10236.092,10194.095,10198.129,NA
399001,深证成指,2017-01-12,13:40:00,10236.092,10171.211,10172.233,NA
399001,深证成指,2017-01-12,13:45:00,10236.092,10171.211,10180.505,NA
399001,深证成指,2017-01-12,13:50:00,10236.092,10171.211,10182.751,NA
399001,深证成指,2017-01-12,13:55:00,10236.092,10171.211,10184.517,NA
399001,深证成指,2017-01-12,14:00:00,10236.092,10161.498,10161.498,NA
399001,深证成指,2017-01-12,14:05:00,10236.092,10156.497,10169.554,NA
399001,深证成指,2017-01-12,14:10:00,10236.092,10156.497,10159.293,NA
399001,深证成指,2017-01-12,14:15:00,10236.092,10143.062,10144.152,NA
399001,深证成指,2017-01-12,14:20:00,10236.092,10143.062,10153.888,NA
